order_date_new,brand,product_category,new_customer_gender,new_shoe_size,new_country,sales_channel,quantity,unit_price,revenue,payment_method,new_loyalty_member,returned_flag_bool
2023-07-05,Nike,Football,F,8.5,USA,Web,2,59.99,119.98,UPI,No,
2023-04-06,Nike,Running,F,8,USA,unknown,1,59.99,59.99,Unknown,No,
2023-08-24,Puma,Basketball,F,N/A,USA,Online,2,79.99,159.98,Cash,No,1
2023-04-28,Reebok,Casual,Unkown,8,USA,Mobile App,3,,,Unknown,No,
2023-04-21,Nike,Basketball,Other,7,IND,Offline,,,,Credit Card,Yes,1
2023-02-20,New Balance,Running,M,11,USA,unknown,,59.99,,PayPal,Yes,0
2023-09-19,New Balance,Running,Unkown,N/A,USA,Store,,59.99,,Credit Card,N/A,1
2023-10-07,Puma,Running,M,7,IND,Mobile App,3,99.99,299.97,Credit Card,No,1
2024-04-12,New Balance,Training,Unkown,8.5,USA,Web,3,120.50,361.50,UPI,No,
2023-10-08,ASICS,Running,Other,8.5,Germany,unknown,3,79.99,239.97,Cash,No,1
2023-11-20,Reebok,Casual,M,8.5,UK,Online,3,120.50,361.50,Credit Card,No,0
2024-05-22,Reebok,Basketball,Unkown,9.5,Unkown,Store,,59.99,,PayPal,Yes,1
2024-02-01,Nike,Running,M,9.5,USA,unknown,,120.50,,PayPal,No,0
2023-01-09,New Balance,Training,Other,9.5,Unkown,Mobile App,3,,,Unknown,No,0
2023-02-17,Reebok,Training,M,N/A,IND,Online,,99.99,,Debit Card,Yes,0
2024-05-24,Adidas,Basketball,F,11,USA,Offline,2,59.99,119.98,UPI,No,0
2024-02-04,Puma,Casual,F,11,Germany,Online,1,,,Cash,No,1
2024-01-06,Puma,Training,Other,10,USA,Offline,3,79.99,239.97,Unknown,Yes,
2023-10-06,Puma,Casual,F,10,IND,unknown,,59.99,,Debit Card,No,1
2023-05-10,Adidas,Casual,Other,11,UK,unknown,1,59.99,59.99,Credit Card,Yes,
2023-03-18,Under Armour,Football,F,10,IND,unknown,1,,,Debit Card,No,0
2023-06-04,Nike,Running,M,9,UK,Online,3,59.99,179.97,Debit Card,No,
2024-06-13,Under Armour,Casual,M,9,IND,Offline,1,59.99,59.99,Cash,Yes,0
2024-06-15,ASICS,Basketball,Other,N/A,Germany,Store,,79.99,,UPI,No,0
2023-08-07,New Balance,Casual,F,10,Germany,unknown,3,,,Debit Card,Yes,0
2023-10-30,Adidas,Basketball,M,8,Germany,Mobile App,2,79.99,159.98,Unknown,N/A,1
2023-01-26,Puma,Training,F,9,Unkown,Web,1,79.99,79.99,Debit Card,Yes,0
2024-03-27,Reebok,Football,Unkown,7,Unkown,Offline,,120.50,,PayPal,N/A,0
2023-11-03,ASICS,Training,M,N/A,IND,Offline,,59.99,,Credit Card,No,
2024-02-04,Adidas,Running,Other,9,Germany,Offline,3,,,Credit Card,Yes,0
2023-10-30,Puma,Training,M,8,USA,Web,1,99.99,99.99,Credit Card,Yes,0
2023-12-31,Puma,Football,Other,11,UK,Offline,,99.99,,Credit Card,N/A,
2024-05-05,Under Armour,Training,Other,N/A,USA,Mobile App,1,99.99,99.99,Cash,N/A,0
2023-01-30,Under Armour,Basketball,F,11,IND,Mobile App,1,59.99,59.99,PayPal,No,0
2023-12-31,ASICS,Casual,F,8,Germany,Mobile App,,59.99,,Cash,Yes,
2023-05-14,New Balance,Training,M,11,UK,Web,3,,,Cash,No,
2023-05-11,Under Armour,Running,F,10,USA,Offline,3,,,Debit Card,No,1
2023-11-26,Reebok,Training,Unkown,8,IND,unknown,1,120.50,120.50,Unknown,N/A,1
2024-02-10,Reebok,Football,Unkown,N/A,IND,Online,,99.99,,Cash,Yes,1
2024-02-17,Reebok,Running,M,N/A,Germany,unknown,,99.99,,Debit Card,No,
2023-06-08,Adidas,Running,F,10,Unkown,Web,2,,,PayPal,No,0
2023-09-25,Under Armour,Training,F,10,UK,Online,2,120.50,241.00,UPI,Yes,
2024-03-17,Reebok,Football,M,11,Unkown,Store,2,59.99,119.98,Debit Card,Yes,1
2023-07-27,New Balance,Basketball,F,8,USA,Mobile App,3,79.99,239.97,Unknown,Yes,0
2023-12-26,Nike,Football,Unkown,10,Germany,Mobile App,2,99.99,199.98,Unknown,Yes,0
2023-01-20,New Balance,Running,M,9.5,IND,Mobile App,2,120.50,241.00,UPI,Yes,
2024-01-17,Adidas,Football,F,10,USA,Offline,3,79.99,239.97,Cash,No,
2024-02-08,Reebok,Football,M,9.5,Unkown,Web,,79.99,,Cash,No,0
2023-08-03,Adidas,Basketball,M,N/A,IND,Mobile App,,59.99,,Credit Card,N/A,0
2023-08-14,ASICS,Casual,Other,9,Germany,Web,1,,,Debit Card,No,1
2023-01-14,Nike,Basketball,M,7,USA,Online,,120.50,,Credit Card,No,
2023-04-19,Nike,Basketball,Other,9,UK,Web,3,,,UPI,No,
2023-06-10,New Balance,Running,M,7,Unkown,Web,3,,,Credit Card,No,0
2024-04-16,Under Armour,Casual,F,8,IND,Web,1,99.99,99.99,Debit Card,N/A,
2023-01-28,New Balance,Football,M,10,Germany,Web,,,,Debit Card,Yes,
2024-02-08,Reebok,Training,M,11,UK,unknown,1,79.99,79.99,Debit Card,Yes,0
2024-06-05,Puma,Basketball,F,N/A,USA,unknown,,79.99,,Unknown,Yes,0
2024-03-30,Reebok,Football,M,8,USA,unknown,2,79.99,159.98,UPI,Yes,
2023-04-09,ASICS,Training,Unkown,9.5,USA,Mobile App,,79.99,,Cash,N/A,0
2024-02-21,Nike,Casual,Other,N/A,UK,Store,,59.99,,PayPal,No,0
2023-10-28,Reebok,Running,F,9.5,UK,Offline,2,120.50,241.00,Cash,No,0
2024-03-10,ASICS,Basketball,F,N/A,Germany,Web,,99.99,,PayPal,Yes,
2023-09-29,ASICS,Training,Other,N/A,IND,Store,1,99.99,99.99,Unknown,Yes,
2023-05-13,Reebok,Training,F,7,Unkown,unknown,1,99.99,99.99,UPI,N/A,
2024-02-12,Puma,Basketball,M,10,Germany,Store,2,,,UPI,N/A,1
2024-05-08,Adidas,Training,Unkown,8.5,Germany,Mobile App,1,99.99,99.99,Debit Card,No,
2023-05-04,Reebok,Basketball,Unkown,7,IND,Online,,,,Cash,No,0
2023-08-03,ASICS,Football,F,9,IND,Online,3,59.99,179.97,UPI,Yes,1
2023-05-25,Adidas,Casual,M,9.5,UK,Offline,3,,,UPI,No,0
2023-10-15,ASICS,Football,M,7,UK,Offline,,99.99,,Debit Card,No,1
2024-04-30,Under Armour,Running,Unkown,11,USA,Online,1,99.99,99.99,Credit Card,Yes,1
2024-05-15,Nike,Casual,Other,8,Germany,Store,1,120.50,120.50,PayPal,Yes,
2024-04-17,New Balance,Training,F,7,Germany,Online,,79.99,,UPI,Yes,1
2023-11-26,Reebok,Casual,F,10,IND,Online,3,99.99,299.97,UPI,No,0
2023-02-02,ASICS,Football,F,N/A,IND,Web,,59.99,,Cash,Yes,0
2023-03-29,Adidas,Football,M,10,USA,Offline,1,79.99,79.99,Debit Card,No,0
2023-09-17,Adidas,Training,M,9.5,Unkown,Web,3,59.99,179.97,Credit Card,Yes,
2024-06-01,Nike,Running,Unkown,9.5,IND,Online,,,,Credit Card,No,0
2023-02-11,Under Armour,Casual,Unkown,11,Germany,Mobile App,1,120.50,120.50,Unknown,Yes,
2023-07-20,Under Armour,Basketball,M,10,Germany,Store,2,99.99,199.98,Unknown,Yes,
2023-01-08,Adidas,Football,F,7,USA,Offline,3,,,Credit Card,No,
2024-06-02,Adidas,Running,M,N/A,Unkown,Store,,99.99,,Unknown,N/A,
2023-10-01,ASICS,Casual,Other,10,USA,Offline,3,59.99,179.97,Debit Card,Yes,0
2024-01-16,New Balance,Casual,M,8,IND,Offline,1,99.99,99.99,Debit Card,Yes,1
2024-02-16,New Balance,Training,F,8.5,Germany,Store,2,79.99,159.98,UPI,Yes,1
2023-01-31,Under Armour,Running,F,N/A,UK,Offline,1,99.99,99.99,Credit Card,Yes,1
2024-01-01,Puma,Running,M,11,USA,Offline,1,,,Credit Card,N/A,1
2023-02-09,Adidas,Running,Other,8,USA,Mobile App,,,,Debit Card,Yes,0
2023-11-01,New Balance,Basketball,M,N/A,Germany,Offline,3,120.50,361.50,PayPal,N/A,
2023-06-03,Under Armour,Running,Other,8,Unkown,Offline,3,99.99,299.97,Cash,No,
2023-07-12,Under Armour,Training,F,8.5,USA,Mobile App,2,120.50,241.00,UPI,No,0
2024-01-09,Under Armour,Casual,F,8,IND,Store,,120.50,,PayPal,Yes,1
2023-02-24,Reebok,Casual,Other,11,IND,unknown,1,,,PayPal,No,0
2023-04-16,Under Armour,Basketball,F,11,USA,unknown,3,59.99,179.97,UPI,Yes,
2023-05-20,Puma,Running,F,8.5,USA,Web,3,99.99,299.97,Cash,N/A,0
2023-12-21,New Balance,Casual,M,7,Unkown,unknown,2,99.99,199.98,Debit Card,No,0
2024-03-25,Reebok,Football,M,11,IND,Mobile App,3,120.50,361.50,Debit Card,Yes,0
2023-05-01,Reebok,Training,Other,10,Germany,Mobile App,2,,,Cash,N/A,1
2023-01-18,Puma,Casual,Other,11,Germany,Web,1,99.99,99.99,UPI,Yes,0
2024-03-12,Puma,Football,Unkown,N/A,USA,Offline,2,,,UPI,Yes,
2023-08-15,Reebok,Football,Other,7,Germany,Store,1,79.99,79.99,Credit Card,No,1
2024-05-17,Puma,Training,M,11,IND,Online,,120.50,,Unknown,No,0
2023-04-16,Puma,Basketball,F,10,IND,Store,1,59.99,59.99,UPI,N/A,0
2024-01-08,New Balance,Training,F,8.5,Germany,unknown,2,59.99,119.98,Cash,No,
2023-02-25,Under Armour,Casual,M,7,Unkown,Web,3,59.99,179.97,Unknown,Yes,0
2023-07-25,Puma,Basketball,Unkown,N/A,Unkown,Store,,59.99,,Debit Card,Yes,
2024-04-12,Reebok,Running,F,10,USA,unknown,2,79.99,159.98,Unknown,No,1
2024-06-20,Nike,Basketball,Other,10,USA,Online,3,59.99,179.97,Credit Card,Yes,1
2023-06-27,Nike,Casual,Unkown,10,UK,unknown,2,120.50,241.00,Debit Card,N/A,0
2023-09-06,ASICS,Training,F,N/A,Unkown,Offline,1,79.99,79.99,Unknown,Yes,
2024-06-29,Puma,Basketball,M,8,Germany,Web,2,,,Cash,No,1
2023-10-07,Adidas,Basketball,F,8,USA,Store,1,,,Debit Card,No,0
2023-10-27,Reebok,Basketball,Other,7,IND,Web,3,79.99,239.97,Unknown,N/A,1
2023-06-20,Adidas,Football,F,8.5,Unkown,Online,,120.50,,Unknown,N/A,0
2024-03-30,New Balance,Training,Other,9.5,Unkown,Web,3,,,Unknown,Yes,0
2023-09-21,New Balance,Basketball,F,8,IND,Store,2,,,Cash,No,0
2023-05-28,ASICS,Football,F,7,Unkown,Mobile App,3,59.99,179.97,Cash,Yes,
2024-02-02,Nike,Running,Unkown,9,USA,Mobile App,,,,Debit Card,No,
2023-05-20,Reebok,Training,F,7,UK,Web,,,,Debit Card,No,0
2023-10-04,Adidas,Casual,M,N/A,IND,unknown,,59.99,,PayPal,Yes,0
2024-05-28,Puma,Casual,M,8.5,Germany,unknown,1,99.99,99.99,Cash,Yes,0
2024-05-29,Puma,Running,Unkown,9,Germany,unknown,1,59.99,59.99,Unknown,No,
2024-03-10,Puma,Training,M,10,USA,Web,3,,,Credit Card,Yes,0
2023-04-20,Adidas,Basketball,Other,9,USA,Online,,99.99,,UPI,No,1
2024-06-06,Reebok,Running,Other,9,USA,Offline,,99.99,,UPI,Yes,
2023-04-05,Reebok,Basketball,Unkown,8,UK,Offline,3,59.99,179.97,UPI,N/A,0
2023-02-20,Adidas,Training,Unkown,N/A,Germany,Web,1,99.99,99.99,Unknown,No,1
2024-05-16,Adidas,Casual,M,7,Germany,Online,1,99.99,99.99,Unknown,N/A,
2023-03-21,Nike,Basketball,F,9,USA,Mobile App,,59.99,,UPI,Yes,0
2023-10-30,New Balance,Casual,M,8.5,USA,Web,,99.99,,Credit Card,No,0
2024-03-15,New Balance,Training,M,11,USA,unknown,1,99.99,99.99,Cash,No,
2024-01-11,Nike,Casual,F,9,USA,Web,2,59.99,119.98,PayPal,N/A,0
2023-10-22,Reebok,Training,F,7,IND,Offline,2,120.50,241.00,Credit Card,N/A,1
2024-03-30,Reebok,Football,Other,9.5,USA,Offline,2,59.99,119.98,Debit Card,No,0
2023-03-30,Reebok,Training,Other,N/A,IND,Store,3,99.99,299.97,UPI,No,0
2024-04-12,Reebok,Running,F,N/A,IND,Online,1,79.99,79.99,Credit Card,Yes,0
2024-03-23,Reebok,Casual,M,8.5,Germany,Online,,59.99,,Credit Card,No,1
2024-06-19,Under Armour,Casual,F,9,UK,Store,,120.50,,Debit Card,N/A,1
2023-08-25,ASICS,Casual,Unkown,8.5,USA,Web,3,99.99,299.97,UPI,No,1
2024-03-28,Nike,Casual,F,7,USA,Store,3,79.99,239.97,Debit Card,No,
2023-09-29,New Balance,Running,F,7,IND,Online,3,99.99,299.97,Unknown,Yes,0
2023-11-09,New Balance,Training,F,11,Germany,Store,1,99.99,99.99,Unknown,No,1
2024-03-02,ASICS,Basketball,Unkown,11,UK,Web,2,59.99,119.98,Unknown,Yes,1
2023-10-16,Adidas,Football,M,7,USA,Online,,99.99,,Cash,Yes,
2023-10-04,Puma,Casual,F,10,UK,unknown,1,59.99,59.99,PayPal,No,1
2024-04-04,Reebok,Football,F,N/A,IND,Online,3,120.50,361.50,UPI,N/A,1
2024-05-20,Adidas,Running,Unkown,8,USA,unknown,2,,,UPI,Yes,
2023-03-27,Nike,Football,F,10,Germany,Store,2,79.99,159.98,Unknown,No,1
2024-06-15,Puma,Basketball,Other,9,IND,Mobile App,3,99.99,299.97,Debit Card,Yes,0
2023-01-22,Under Armour,Basketball,M,11,Germany,Offline,,120.50,,Credit Card,No,
2023-11-25,New Balance,Training,M,7,USA,unknown,2,79.99,159.98,Unknown,No,
2023-03-08,Under Armour,Running,Unkown,8,USA,Mobile App,,,,Debit Card,No,1
2023-03-11,Nike,Casual,M,N/A,USA,Online,3,,,Debit Card,No,0
2024-02-20,Nike,Basketball,Unkown,N/A,Germany,Web,2,,,Cash,Yes,1
2023-10-12,ASICS,Football,F,9,USA,Online,,79.99,,PayPal,Yes,0
2024-02-15,Reebok,Football,F,8.5,IND,Web,,59.99,,Unknown,N/A,
2023-04-25,Under Armour,Running,F,8.5,Germany,Offline,2,79.99,159.98,Unknown,N/A,
2024-04-15,Reebok,Basketball,M,9.5,Germany,unknown,2,99.99,199.98,UPI,N/A,0
2024-04-29,Nike,Casual,F,8,Germany,unknown,3,,,Cash,Yes,
2024-04-05,New Balance,Training,Other,8.5,Unkown,Store,,120.50,,Debit Card,N/A,1
2024-01-17,Adidas,Basketball,F,7,USA,Mobile App,,59.99,,Debit Card,Yes,
2024-01-25,Nike,Training,M,N/A,USA,Mobile App,,,,Credit Card,N/A,0
2023-07-13,Adidas,Running,F,N/A,Unkown,Offline,3,79.99,239.97,Credit Card,Yes,
2024-02-07,Under Armour,Football,Other,10,UK,Store,2,,,UPI,No,0
2023-06-25,ASICS,Basketball,F,N/A,IND,Web,2,,,PayPal,Yes,1
2023-07-10,ASICS,Casual,F,11,IND,Online,2,120.50,241.00,Cash,No,
2023-06-19,Adidas,Running,M,N/A,Unkown,Web,2,,,UPI,Yes,1
2023-10-11,Under Armour,Running,Other,8.5,Germany,unknown,,99.99,,Unknown,No,
2024-05-09,Nike,Training,Unkown,11,UK,Store,1,120.50,120.50,Unknown,Yes,1
2023-12-25,Reebok,Basketball,M,9,Germany,Offline,1,59.99,59.99,Credit Card,N/A,0
2024-06-11,Under Armour,Basketball,M,8.5,Germany,Offline,2,120.50,241.00,PayPal,Yes,1
2023-07-24,Under Armour,Football,M,8.5,IND,Online,1,120.50,120.50,Cash,N/A,0
2023-08-22,Nike,Running,M,11,USA,Web,3,99.99,299.97,Unknown,N/A,0
2023-09-24,New Balance,Training,M,7,USA,Mobile App,2,99.99,199.98,Credit Card,N/A,
2024-03-01,Under Armour,Casual,F,8.5,Germany,Store,1,79.99,79.99,Debit Card,N/A,0
2024-05-29,ASICS,Football,M,10,IND,Web,1,59.99,59.99,UPI,No,1
2023-04-05,Puma,Basketball,Other,11,Germany,Offline,3,79.99,239.97,Credit Card,No,1
2023-08-25,ASICS,Training,F,10,IND,Online,3,120.50,361.50,Cash,Yes,0
2023-09-10,Reebok,Running,F,8.5,IND,Web,3,79.99,239.97,Unknown,Yes,
2023-02-21,New Balance,Running,M,N/A,IND,Online,1,79.99,79.99,Cash,No,0
2023-05-17,Nike,Training,F,11,USA,Web,3,59.99,179.97,UPI,No,1
2024-01-28,Puma,Football,Other,8,Unkown,unknown,1,,,UPI,Yes,1
2023-07-16,ASICS,Running,F,8.5,USA,Store,2,120.50,241.00,Cash,Yes,
2023-04-30,New Balance,Training,F,7,IND,Offline,1,99.99,99.99,Unknown,Yes,
2023-07-02,Under Armour,Running,Unkown,8,IND,Offline,1,,,PayPal,N/A,
2023-10-04,Nike,Running,F,8.5,Germany,Mobile App,1,99.99,99.99,PayPal,No,
2023-05-04,Nike,Running,F,7,USA,Web,2,120.50,241.00,UPI,Yes,1
2023-02-22,New Balance,Casual,F,9.5,Germany,Store,3,99.99,299.97,PayPal,Yes,
2023-03-17,Under Armour,Casual,M,10,Germany,Web,2,120.50,241.00,Unknown,Yes,
2023-04-15,New Balance,Running,Other,10,USA,unknown,3,99.99,299.97,Credit Card,N/A,
2023-01-27,Puma,Training,F,8,IND,Web,1,79.99,79.99,PayPal,No,1
2023-10-24,Adidas,Basketball,M,9,Germany,Web,3,59.99,179.97,Credit Card,No,1
2023-01-11,Under Armour,Basketball,F,10,Unkown,Web,3,79.99,239.97,Cash,Yes,0
2024-04-30,New Balance,Training,Unkown,N/A,Germany,unknown,1,99.99,99.99,Cash,No,0
2023-02-23,Under Armour,Training,M,7,Germany,unknown,,120.50,,UPI,No,0
2023-02-23,Under Armour,Basketball,M,7,Germany,Offline,2,79.99,159.98,UPI,No,1
2023-12-19,Nike,Football,Unkown,10,USA,Web,2,120.50,241.00,Cash,No,
2023-11-23,Nike,Casual,F,10,Germany,unknown,2,79.99,159.98,Debit Card,No,0
2024-03-12,ASICS,Running,Other,9,UK,Store,1,120.50,120.50,Cash,No,1
2024-06-17,Adidas,Running,M,9.5,USA,unknown,3,,,Credit Card,No,0
2023-09-13,Puma,Running,M,7,Germany,Web,,59.99,,UPI,Yes,
2023-11-01,New Balance,Casual,M,10,IND,Web,3,,,Cash,N/A,0
2024-02-29,Nike,Basketball,F,8.5,USA,Mobile App,1,79.99,79.99,UPI,N/A,0
2024-01-03,New Balance,Basketball,Other,8,UK,Offline,2,79.99,159.98,Unknown,Yes,
2023-12-02,New Balance,Football,F,8.5,USA,unknown,1,99.99,99.99,Unknown,Yes,1
2024-02-25,Adidas,Football,F,9.5,IND,unknown,3,99.99,299.97,PayPal,Yes,0
2023-02-01,Adidas,Training,F,11,USA,Web,1,120.50,120.50,Unknown,No,
2024-04-22,Under Armour,Casual,M,9,Unkown,Online,2,79.99,159.98,Cash,Yes,
2023-08-24,Under Armour,Basketball,F,8,USA,Offline,3,120.50,361.50,Cash,Yes,
2024-03-09,Nike,Running,Other,10,UK,Online,,79.99,,Credit Card,N/A,
2024-02-17,ASICS,Basketball,F,11,USA,Online,2,59.99,119.98,Debit Card,N/A,1
2024-06-05,Puma,Running,Unkown,7,USA,Offline,2,120.50,241.00,Credit Card,N/A,1
2023-11-08,Reebok,Running,F,11,Germany,Online,3,59.99,179.97,Cash,N/A,0
2024-06-29,Puma,Casual,F,N/A,USA,Offline,2,79.99,159.98,Unknown,No,1
2023-10-14,ASICS,Training,Other,11,USA,Online,3,120.50,361.50,Credit Card,No,0
2023-03-09,Nike,Running,M,11,USA,Offline,1,99.99,99.99,Credit Card,No,0
2024-01-11,Puma,Training,M,N/A,USA,unknown,,,,Unknown,No,
2023-08-26,ASICS,Football,F,8,Germany,Web,3,120.50,361.50,Credit Card,N/A,
2024-05-23,Reebok,Football,Unkown,N/A,IND,Online,,120.50,,Debit Card,N/A,0
2024-04-20,New Balance,Casual,M,10,Germany,unknown,1,79.99,79.99,Unknown,No,1
2023-10-12,Nike,Basketball,Other,8,IND,Store,,79.99,,UPI,N/A,0
2024-06-06,Puma,Running,F,7,Germany,Mobile App,,79.99,,Unknown,No,0
2023-02-11,Under Armour,Basketball,F,8.5,UK,Mobile App,1,99.99,99.99,Credit Card,N/A,
2023-11-30,Nike,Basketball,Other,11,UK,Offline,,79.99,,PayPal,No,0
2023-03-25,Reebok,Training,F,8.5,Germany,Web,3,99.99,299.97,Credit Card,No,1
2024-04-24,New Balance,Basketball,F,7,IND,Store,1,99.99,99.99,Unknown,Yes,
2023-12-11,Under Armour,Running,M,9.5,Germany,Web,3,99.99,299.97,Unknown,N/A,
2024-07-04,Under Armour,Running,M,7,Germany,Offline,2,79.99,159.98,Unknown,Yes,0
2023-01-23,Nike,Running,F,11,Germany,Online,3,120.50,361.50,Unknown,No,0
2024-05-18,Nike,Basketball,F,9.5,Germany,Web,1,99.99,99.99,Credit Card,N/A,0
2023-09-21,Puma,Basketball,M,7,IND,Mobile App,2,120.50,241.00,PayPal,No,0
2023-03-26,Reebok,Running,F,10,USA,Store,1,59.99,59.99,Cash,Yes,
2023-10-20,Nike,Football,F,9,IND,Web,3,79.99,239.97,Unknown,No,
2024-05-09,Under Armour,Running,F,7,IND,Offline,3,,,PayPal,Yes,0
2024-03-28,New Balance,Training,Other,N/A,USA,Store,2,99.99,199.98,PayPal,Yes,1
2023-07-16,Reebok,Basketball,F,9,UK,Online,1,,,UPI,Yes,
2024-01-24,Under Armour,Running,F,N/A,IND,Mobile App,1,,,Credit Card,No,1
2023-01-23,Reebok,Basketball,F,9,IND,Web,3,79.99,239.97,Unknown,No,0
2023-01-30,Puma,Running,Unkown,9,UK,Online,3,79.99,239.97,Credit Card,Yes,0
2023-04-22,Nike,Training,M,9.5,USA,Web,1,59.99,59.99,Credit Card,No,
2024-02-16,Puma,Training,F,8,IND,Store,2,59.99,119.98,Debit Card,No,0
2023-09-08,ASICS,Training,Other,9.5,USA,Online,3,79.99,239.97,Cash,Yes,
2023-11-17,Reebok,Running,F,11,IND,Store,3,99.99,299.97,Debit Card,No,0
2024-07-02,Adidas,Casual,Other,7,Unkown,Online,,,,UPI,N/A,
2023-11-15,Puma,Casual,Other,10,IND,Mobile App,2,79.99,159.98,Credit Card,No,
2023-12-08,New Balance,Running,Other,7,Germany,Store,2,,,Credit Card,No,
2024-06-04,Puma,Basketball,Other,9,IND,Offline,,79.99,,UPI,No,0
2024-05-15,Puma,Casual,M,11,UK,Online,3,99.99,299.97,UPI,No,0
2023-02-24,Reebok,Casual,F,9,Germany,Store,,59.99,,PayPal,No,1
2024-04-13,New Balance,Training,F,8.5,IND,unknown,3,79.99,239.97,Cash,Yes,
2023-04-14,Puma,Running,M,9,IND,Store,1,59.99,59.99,UPI,No,
2024-03-21,Under Armour,Casual,F,9,IND,Web,1,120.50,120.50,Credit Card,No,
2023-05-27,Under Armour,Running,Unkown,N/A,IND,Offline,2,99.99,199.98,Credit Card,No,1
2023-08-11,Adidas,Casual,Other,10,Unkown,Mobile App,3,59.99,179.97,UPI,Yes,1
2024-04-15,Adidas,Football,M,N/A,IND,Mobile App,3,79.99,239.97,Cash,Yes,0
2023-11-10,Puma,Football,Unkown,8,USA,Web,3,,,Unknown,No,
2023-04-22,Nike,Casual,F,9,USA,unknown,3,79.99,239.97,UPI,Yes,1
2023-08-07,Adidas,Football,M,8,Germany,Web,2,120.50,241.00,UPI,Yes,
2023-10-11,Puma,Running,M,9,Unkown,Web,3,120.50,361.50,Debit Card,N/A,1
2023-05-06,ASICS,Training,F,9,USA,Web,3,59.99,179.97,Unknown,Yes,
2023-12-13,New Balance,Training,M,9.5,Germany,Web,3,79.99,239.97,UPI,No,1
2023-08-04,Adidas,Football,F,9,Germany,Mobile App,3,79.99,239.97,Debit Card,N/A,0
2023-07-11,Adidas,Football,M,N/A,Germany,Offline,3,59.99,179.97,Credit Card,Yes,1
2023-09-15,ASICS,Football,Other,10,Germany,Online,,,,UPI,Yes,0
2023-09-12,New Balance,Casual,F,10,USA,Mobile App,1,99.99,99.99,Cash,No,1
2024-01-06,Adidas,Training,M,N/A,UK,Online,,,,Debit Card,N/A,0
2023-07-17,Nike,Training,Unkown,N/A,IND,Mobile App,1,99.99,99.99,Unknown,Yes,
2023-06-02,Reebok,Training,F,7,Unkown,unknown,1,59.99,59.99,Unknown,No,1
2023-06-10,New Balance,Basketball,F,9.5,USA,Offline,3,99.99,299.97,Debit Card,No,1
2023-12-02,Nike,Football,Other,N/A,USA,Offline,,99.99,,Debit Card,No,1
2024-06-22,New Balance,Basketball,M,N/A,IND,Online,1,120.50,120.50,Debit Card,Yes,1
2023-08-15,New Balance,Football,M,8.5,Unkown,unknown,1,120.50,120.50,Cash,Yes,0
2023-12-13,Under Armour,Running,Other,8.5,USA,Store,3,,,PayPal,No,1
2023-09-12,Puma,Football,F,N/A,USA,Mobile App,,,,Cash,Yes,1
2023-05-08,Adidas,Casual,Other,8.5,USA,unknown,2,59.99,119.98,Unknown,Yes,0
2023-05-30,Puma,Training,Other,10,IND,Online,,120.50,,Cash,No,0
2023-09-20,ASICS,Casual,Unkown,9.5,Unkown,unknown,,,,Unknown,Yes,
2023-11-19,Nike,Running,M,9.5,Germany,Web,3,,,Unknown,No,0
2023-10-24,Adidas,Casual,M,8.5,UK,Web,,,,Cash,Yes,1
2023-06-13,Puma,Basketball,Unkown,9,IND,Offline,2,59.99,119.98,Cash,N/A,1
2023-10-04,ASICS,Casual,F,9.5,IND,Online,1,99.99,99.99,PayPal,No,0
2024-02-08,New Balance,Training,M,10,USA,Web,2,120.50,241.00,Debit Card,Yes,0
2023-05-01,Adidas,Running,F,10,USA,Online,3,120.50,361.50,PayPal,Yes,0
2024-06-02,Nike,Basketball,F,9,IND,Offline,3,,,UPI,No,0
2023-01-21,Under Armour,Casual,F,9.5,USA,unknown,1,99.99,99.99,Debit Card,Yes,1
2023-10-03,Adidas,Training,F,8.5,Germany,unknown,2,120.50,241.00,PayPal,Yes,
2024-03-30,ASICS,Football,M,9.5,USA,Online,,59.99,,Cash,Yes,0
2023-04-12,Nike,Running,Other,8,Germany,Store,2,79.99,159.98,UPI,No,0
2024-03-24,New Balance,Football,M,9,USA,Store,,79.99,,Cash,No,0
2023-01-07,Under Armour,Casual,M,9.5,USA,Mobile App,3,99.99,299.97,Debit Card,Yes,
2024-05-26,New Balance,Basketball,F,8,IND,Online,1,99.99,99.99,Unknown,N/A,
2024-05-27,Puma,Casual,F,8,USA,Offline,2,120.50,241.00,Debit Card,No,
2024-06-20,Nike,Running,M,8,UK,Offline,1,99.99,99.99,Unknown,Yes,0
2023-10-07,Under Armour,Football,M,8.5,IND,Online,3,99.99,299.97,Unknown,No,
2024-01-24,New Balance,Casual,F,8,USA,Web,1,99.99,99.99,Unknown,Yes,0
2024-03-26,Under Armour,Football,M,8.5,Germany,unknown,,120.50,,Cash,No,0
2023-09-15,New Balance,Basketball,F,7,Unkown,unknown,,59.99,,Unknown,Yes,
2023-05-24,Puma,Basketball,F,8,Germany,Store,,99.99,,Credit Card,Yes,
2024-07-04,Adidas,Casual,F,N/A,USA,Web,,,,UPI,Yes,
2023-10-10,ASICS,Casual,Other,7,Germany,Mobile App,2,59.99,119.98,Debit Card,N/A,
2024-04-23,Reebok,Basketball,M,7,Germany,Web,2,,,Debit Card,Yes,0
2024-03-18,Under Armour,Running,Other,10,USA,Offline,1,79.99,79.99,Credit Card,N/A,
2023-07-14,Nike,Running,M,11,USA,Web,2,79.99,159.98,UPI,Yes,
2024-06-28,Reebok,Basketball,Other,9,IND,Store,3,,,Debit Card,N/A,0
